date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:39	67/67	---M--	200	added ('OK')	text/plain	date:Tue,%2007%20Sep%202021%2014:23:39%20GMT	https://www.fluentco.com/robots.txt		(from )
22:23:39	111298/111298	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2014:23:39%20GMT	https://www.fluentco.com/	C:/My%20Web%20Sites/fluentco/www.fluentco.com/index.html	(from )
22:23:39	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2007%20Sep%202021%2014:23:40%20GMT	https://www.fluentco.com/xmlrpc.php	C:/My%20Web%20Sites/fluentco/www.fluentco.com/xmlrpc.php	(from https://www.fluentco.com/)
22:23:40	180/180	---M--	200	added ('OK')	text/css	etag:%2261265830-b4%22	https://www.fluentco.com/wp-content/themes/fluent-2020/style.css	C:/My%20Web%20Sites/fluentco/www.fluentco.com/wp-content/themes/fluent-2020/style.css	(from https://www.fluentco.com/)
22:23:40	80574/80574	---MCZ	200	added ('OK')	text/css	etag:W/%226126582b-13abe%22	https://www.fluentco.com/wp-includes/css/dist/block-library/style.min.css?ver=5.8	C:/My%20Web%20Sites/fluentco/www.fluentco.com/wp-includes/css/dist/block-library/style.min41a3.css	(from https://www.fluentco.com/)
22:23:40	261139/261139	---M--	200	added ('OK')	image/jpeg	etag:%226126582d-3fc13%22	https://www.fluentco.com/wp-content/uploads/2020/12/how-it-works-lg-header-e1609800179991.jpg	C:/My%20Web%20Sites/fluentco/www.fluentco.com/wp-content/uploads/2020/12/how-it-works-lg-header-e1609800179991.jpg	(from https://www.fluentco.com/)
22:23:41	3109/3109	---MCZ	200	added ('OK')	text/css	etag:W/%2261265831-c25%22	https://www.fluentco.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-public.css?ver=2.0.1	C:/My%20Web%20Sites/fluentco/www.fluentco.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-public7406.css	(from https://www.fluentco.com/)
22:23:41	28367/28367	---MCZ	200	added ('OK')	text/css	etag:W/%2261265831-6ecf%22	https://www.fluentco.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-gdpr.css?ver=2.0.1	C:/My%20Web%20Sites/fluentco/www.fluentco.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-gdpr7406.css	(from https://www.fluentco.com/)
22:23:41	5570/5570	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%227a45a0a7b58751ebace30c6399d1dc0f-gzip%22	https://www.fluentco.com/comments/feed/	C:/My%20Web%20Sites/fluentco/www.fluentco.com/comments/feed/index.html	(from https://www.fluentco.com/)
22:23:41	374/374	---MCZ	200	added ('OK')	text/css	etag:W/%2261265830-176%22	https://www.fluentco.com/wp-content/plugins/wp-pagenavi/pagenavi-css.css?ver=2.70	C:/My%20Web%20Sites/fluentco/www.fluentco.com/wp-content/plugins/wp-pagenavi/pagenavi-css44fd.css	(from https://www.fluentco.com/)
22:23:41	150839/150839	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22406f514ad440c8a96e7ef23add96524f-gzip%22	https://www.fluentco.com/feed/	C:/My%20Web%20Sites/fluentco/www.fluentco.com/feed/index.html	(from https://www.fluentco.com/)
